year;type;papers
2017;CS;1.0 
2017;S;1.0 
2016;CS;0.26666666666666666 
2016;E;0.5333333333333333 
2016;S;0.4666666666666667 
2015;QE;0.038461538461538464 
2015;CS;0.19230769230769232 
2015;E;0.6538461538461539 
2015;S;0.34615384615384615 
2014;QE;0.07692307692307693 
2014;CS;0.15384615384615385 
2014;E;0.8076923076923077 
2014;S;0.19230769230769232 
2013;CS;0.25 
2013;E;0.75 
2013;S;0.25 
